FinancialYear;PresentationType;StateOrTerritory;GeographicAreaType;GeographicAreaCode;GeographicAreaName;Measure;Value
2017–18;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Rate (per 10,000 population);8088
2017–18;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Number;131359
2017–18;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Rate (per 10,000 population);4805
2017–18;All presentations;New South Wales;SA4;SA4107;Illawarra;Number;107436
2017–18;All presentations;New South Wales;SA4;SA4107;Illawarra;Rate (per 10,000 population);3514
2017–18;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Number;120781
2017–18;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Rate (per 10,000 population);5516
2017–18;All presentations;New South Wales;SA4;SA4109;Murray;Number;69789
2017–18;All presentations;New South Wales;SA4;SA4109;Murray;Rate (per 10,000 population);5859
2017–18;All presentations;New South Wales;SA4;SA4110;New England and North West;Number;116779
2017–18;All presentations;New South Wales;SA4;SA4110;New England and North West;Rate (per 10,000 population);6260
2017–18;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Number;128087
2017–18;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Rate (per 10,000 population);3426
2017–18;All presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Number;143377
2017–18;All presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Rate (per 10,000 population);5762
2017–18;All presentations;New South Wales;SA4;SA4113;Riverina;Number;97968
2017–18;All presentations;New South Wales;SA4;SA4113;Riverina;Rate (per 10,000 population);6099
2017–18;All presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Number;68496
2017–18;All presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Rate (per 10,000 population);4485
2017–18;All presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Number;42020
2017–18;All presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Rate (per 10,000 population);1740
2017–18;All presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Number;103981
2017–18;All presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Rate (per 10,000 population);2867
2017–18;All presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Number;84954
2017–18;All presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Rate (per 10,000 population);2473
2017–18;All presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Number;76892
2017–18;All presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Rate (per 10,000 population);2698
2017–18;All presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Number;185479
2017–18;All presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Rate (per 10,000 population);3055
2017–18;All presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Number;69127
2017–18;All presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Rate (per 10,000 population);2222
2017–18;All presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Number;93090
2017–18;All presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Rate (per 10,000 population);2168
2017–18;All presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Number;76250
2017–18;All presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Rate (per 10,000 population);2851
2017–18;All presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Number;92842
2017–18;All presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Rate (per 10,000 population);3358
2017–18;All presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Number;104637
2017–18;All presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Rate (per 10,000 population);3273
2017–18;All presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Number;130135
2017–18;All presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Rate (per 10,000 population);2709
2017–18;All presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Number;44741
2017–18;All presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Rate (per 10,000 population);2309
2017–18;All presentations;New South Wales;SA4;SA4127;Sydney - South West;Number;121331
2017–18;All presentations;New South Wales;SA4;SA4127;Sydney - South West;Rate (per 10,000 population);2791
2017–18;All presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Number;59452
2017–18;All presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Rate (per 10,000 population);2621
2017–18;All presentations;Victoria;SA4;SA4201;Ballarat;Number;58412
2017–18;All presentations;Victoria;SA4;SA4201;Ballarat;Rate (per 10,000 population);3590
2017–18;All presentations;Victoria;SA4;SA4202;Bendigo;Number;51511
2017–18;All presentations;Victoria;SA4;SA4202;Bendigo;Rate (per 10,000 population);3259
2017–18;All presentations;Victoria;SA4;SA4203;Geelong;Number;73185
2017–18;All presentations;Victoria;SA4;SA4203;Geelong;Rate (per 10,000 population);2482
2017–18;All presentations;Victoria;SA4;SA4204;Hume;Number;64609
2017–18;All presentations;Victoria;SA4;SA4204;Hume;Rate (per 10,000 population);3691
2017–18;All presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Number;115722
2017–18;All presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Rate (per 10,000 population);4128
2017–18;All presentations;Victoria;SA4;SA4206;Melbourne - Inner;Number;149195
2017–18;All presentations;Victoria;SA4;SA4206;Melbourne - Inner;Rate (per 10,000 population);2299
2017–18;All presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Number;71390
2017–18;All presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Rate (per 10,000 population);1857
2017–18;All presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Number;87062
2017–18;All presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Rate (per 10,000 population);2024
2017–18;All presentations;Victoria;SA4;SA4209;Melbourne - North East;Number;153664
2017–18;All presentations;Victoria;SA4;SA4209;Melbourne - North East;Rate (per 10,000 population);2900
2017–18;All presentations;Victoria;SA4;SA4210;Melbourne - North West;Number;113124
2017–18;All presentations;Victoria;SA4;SA4210;Melbourne - North West;Rate (per 10,000 population);2874
2017–18;All presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Number;138480
2017–18;All presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Rate (per 10,000 population);2638
2017–18;All presentations;Victoria;SA4;SA4212;Melbourne - South East;Number;205894
2017–18;All presentations;Victoria;SA4;SA4212;Melbourne - South East;Rate (per 10,000 population);2529
2017–18;All presentations;Victoria;SA4;SA4213;Melbourne - West;Number;214593
2017–18;All presentations;Victoria;SA4;SA4213;Melbourne - West;Rate (per 10,000 population);2719
2017–18;All presentations;Victoria;SA4;SA4214;Mornington Peninsula;Number;93038
2017–18;All presentations;Victoria;SA4;SA4214;Mornington Peninsula;Rate (per 10,000 population);3053
2017–18;All presentations;Victoria;SA4;SA4215;North West;Number;62759
2017–18;All presentations;Victoria;SA4;SA4215;North West;Rate (per 10,000 population);4105
2017–18;All presentations;Victoria;SA4;SA4216;Shepparton;Number;52947
2017–18;All presentations;Victoria;SA4;SA4216;Shepparton;Rate (per 10,000 population);3968
2017–18;All presentations;Victoria;SA4;SA4217;Warrnambool and South West;Number;35542
2017–18;All presentations;Victoria;SA4;SA4217;Warrnambool and South West;Rate (per 10,000 population);2839
2017–18;All presentations;Queensland;SA4;SA4301;Brisbane - East;Number;77614
2017–18;All presentations;Queensland;SA4;SA4301;Brisbane - East;Rate (per 10,000 population);3311
2017–18;All presentations;Queensland;SA4;SA4302;Brisbane - North;Number;70102
2017–18;All presentations;Queensland;SA4;SA4302;Brisbane - North;Rate (per 10,000 population);3213
2017–18;All presentations;Queensland;SA4;SA4303;Brisbane - South;Number;97380
2017–18;All presentations;Queensland;SA4;SA4303;Brisbane - South;Rate (per 10,000 population);2685
2017–18;All presentations;Queensland;SA4;SA4304;Brisbane - West;Number;31739
2017–18;All presentations;Queensland;SA4;SA4304;Brisbane - West;Rate (per 10,000 population);1677
2017–18;All presentations;Queensland;SA4;SA4305;Brisbane Inner City;Number;63481
2017–18;All presentations;Queensland;SA4;SA4305;Brisbane Inner City;Rate (per 10,000 population);2319
2017–18;All presentations;Queensland;SA4;SA4306;Cairns;Number;65687
2017–18;All presentations;Queensland;SA4;SA4306;Cairns;Rate (per 10,000 population);2631
2017–18;All presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Number;12382
2017–18;All presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Rate (per 10,000 population);959
2017–18;All presentations;Queensland;SA4;SA4308;Central Queensland;Number;80618
2017–18;All presentations;Queensland;SA4;SA4308;Central Queensland;Rate (per 10,000 population);3571
2017–18;All presentations;Queensland;SA4;SA4309;Gold Coast;Number;177399
2017–18;All presentations;Queensland;SA4;SA4309;Gold Coast;Rate (per 10,000 population);2937
2017–18;All presentations;Queensland;SA4;SA4310;Ipswich;Number;105288
2017–18;All presentations;Queensland;SA4;SA4310;Ipswich;Rate (per 10,000 population);3087
2017–18;All presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Number;114904
2017–18;All presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Rate (per 10,000 population);3425
2017–18;All presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Number;50283
2017–18;All presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Rate (per 10,000 population);2889
2017–18;All presentations;Queensland;SA4;SA4313;Moreton Bay - North;Number;100244
2017–18;All presentations;Queensland;SA4;SA4313;Moreton Bay - North;Rate (per 10,000 population);4042
2017–18;All presentations;Queensland;SA4;SA4314;Moreton Bay - South;Number;62483
2017–18;All presentations;Queensland;SA4;SA4314;Moreton Bay - South;Rate (per 10,000 population);3025
2017–18;All presentations;Queensland;SA4;SA4315;Queensland - Outback;Number;32671
2017–18;All presentations;Queensland;SA4;SA4315;Queensland - Outback;Rate (per 10,000 population);3982
2017–18;All presentations;Queensland;SA4;SA4316;Sunshine Coast;Number;101033
2017–18;All presentations;Queensland;SA4;SA4316;Sunshine Coast;Rate (per 10,000 population);2760
2017–18;All presentations;Queensland;SA4;SA4317;Toowoomba;Number;45317
2017–18;All presentations;Queensland;SA4;SA4317;Toowoomba;Rate (per 10,000 population);2915
2017–18;All presentations;Queensland;SA4;SA4318;Townsville;Number;76146
2017–18;All presentations;Queensland;SA4;SA4318;Townsville;Rate (per 10,000 population);3238
2017–18;All presentations;Queensland;SA4;SA4319;Wide Bay;Number;138443
2017–18;All presentations;Queensland;SA4;SA4319;Wide Bay;Rate (per 10,000 population);4685
2017–18;All presentations;Western Australia;SA4;SA4501;Bunbury;Number;61853
2017–18;All presentations;Western Australia;SA4;SA4501;Bunbury;Rate (per 10,000 population);3391
2017–18;All presentations;Western Australia;SA4;SA4502;Mandurah;Number;43765
2017–18;All presentations;Western Australia;SA4;SA4502;Mandurah;Rate (per 10,000 population);4313
2017–18;All presentations;Western Australia;SA4;SA4503;Perth - Inner;Number;41010
2017–18;All presentations;Western Australia;SA4;SA4503;Perth - Inner;Rate (per 10,000 population);2275
2017–18;All presentations;Western Australia;SA4;SA4504;Perth - North East;Number;84660
2017–18;All presentations;Western Australia;SA4;SA4504;Perth - North East;Rate (per 10,000 population);3212
2017–18;All presentations;Western Australia;SA4;SA4505;Perth - North West;Number;158414
2017–18;All presentations;Western Australia;SA4;SA4505;Perth - North West;Rate (per 10,000 population);2811
2017–18;All presentations;Western Australia;SA4;SA4506;Perth - South East;Number;156303
2017–18;All presentations;Western Australia;SA4;SA4506;Perth - South East;Rate (per 10,000 population);3047
2017–18;All presentations;Western Australia;SA4;SA4507;Perth - South West;Number;126095
2017–18;All presentations;Western Australia;SA4;SA4507;Perth - South West;Rate (per 10,000 population);2970
2017–18;All presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Number;37831
2017–18;All presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Rate (per 10,000 population);2736
2017–18;All presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Number;61504
